,나이__은행마케팅.csv,직업__은행마케팅.csv,혼인여부__은행마케팅.csv,학업__은행마케팅.csv,신용카드 소지 여부__은행마케팅.csv,연봉__은행마케팅.csv,집담보 대출__은행마케팅.csv,기타 대출__은행마케팅.csv,연락 방법__은행마케팅.csv,최근 연락한 날 (일)__은행마케팅.csv,최근 연락한 날 (월)__은행마케팅.csv,최근 연락 기간__은행마케팅.csv,최근 켐페인 참가 여부__은행마케팅.csv,최근 켐페인 이후 시간 소요 (일)__은행마케팅.csv,최근 켐페인 이후 연락 횟수__은행마케팅.csv,이전 마케팅 성공 여부 __은행마케팅.csv,과금 여부__은행마케팅.csv
287,45,management,married,tertiary,no,2805,no,no,cellular,19,aug,91,2,-1,0,unknown,1
288,29,student,single,secondary,no,949,yes,no,cellular,15,may,109,2,352,1,success,1
289,52,self-employed,married,tertiary,no,730,yes,no,cellular,30,oct,180,2,-1,0,unknown,1
290,37,entrepreneur,married,secondary,no,680,yes,yes,cellular,21,nov,21,11,185,1,other,1
291,31,management,single,tertiary,no,1675,no,no,cellular,2,sep,114,2,363,1,failure,1
292,40,management,married,tertiary,no,2014,no,no,cellular,20,aug,209,5,-1,0,unknown,1
293,38,unknown,married,unknown,no,124,yes,no,unknown,20,may,37,13,-1,0,unknown,1
294,40,blue-collar,married,primary,no,68,yes,no,unknown,30,may,170,19,-1,0,unknown,1
295,27,technician,married,secondary,no,2460,yes,no,cellular,15,may,600,2,-1,0,unknown,1
296,59,admin.,married,secondary,no,1675,no,yes,cellular,7,aug,113,2,-1,0,unknown,1
297,35,admin.,married,secondary,no,2238,yes,no,unknown,23,may,42,3,-1,0,unknown,1
298,29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,1
299,61,housemaid,married,primary,no,182,no,no,cellular,9,nov,335,1,92,13,failure,1
300,53,technician,divorced,tertiary,no,647,yes,no,unknown,16,may,512,6,-1,0,unknown,1
301,44,blue-collar,married,primary,no,612,yes,yes,cellular,19,nov,131,1,-1,0,unknown,1
302,64,retired,married,primary,no,445,no,no,cellular,26,oct,338,3,186,1,other,1
303,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,2
304,32,management,married,tertiary,no,972,no,no,cellular,14,aug,297,4,-1,0,unknown,1
305,50,blue-collar,married,primary,yes,354,yes,no,unknown,7,may,123,2,-1,0,unknown,1
306,38,admin.,divorced,secondary,no,4630,yes,no,unknown,3,jun,133,3,-1,0,unknown,1
307,34,management,married,tertiary,no,276,no,no,cellular,29,jan,216,1,-1,0,unknown,1
308,27,admin.,married,secondary,no,283,yes,no,cellular,18,jul,483,1,-1,0,unknown,1
309,58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure,1
310,37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,985,2,-1,0,unknown,2
311,52,services,married,secondary,no,774,yes,no,cellular,8,may,159,1,-1,0,unknown,1
312,44,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,162,1,-1,0,unknown,1
313,51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,19,nov,339,3,-1,0,unknown,1
314,38,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,707,1,149,2,failure,1
315,34,management,single,tertiary,no,5284,yes,no,cellular,29,jul,198,5,-1,0,unknown,1
316,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,1
317,31,blue-collar,married,secondary,no,714,yes,no,unknown,23,may,254,1,-1,0,unknown,1
318,45,management,married,primary,no,4758,yes,no,cellular,5,may,632,5,287,6,success,1
319,54,self-employed,divorced,tertiary,no,1323,no,no,unknown,20,jun,47,4,-1,0,unknown,1
320,34,blue-collar,single,primary,no,326,yes,no,cellular,29,jul,263,2,-1,0,unknown,1
321,40,technician,married,secondary,no,657,yes,no,cellular,30,jul,159,2,-1,0,unknown,1
322,45,admin.,married,secondary,no,825,no,no,unknown,19,jun,140,1,-1,0,unknown,1
323,38,blue-collar,married,primary,no,406,yes,no,cellular,25,jul,460,5,-1,0,unknown,1
324,51,services,divorced,secondary,no,135,yes,yes,cellular,17,nov,862,1,-1,0,unknown,1
325,23,student,single,secondary,no,780,no,no,cellular,16,sep,267,1,-1,0,unknown,1
326,40,management,divorced,tertiary,no,99,no,no,cellular,11,aug,275,2,-1,0,unknown,1
327,46,management,married,tertiary,no,1285,yes,no,unknown,27,may,89,1,-1,0,unknown,1
328,21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,-1,0,unknown,1
329,45,management,married,tertiary,no,77,yes,no,cellular,17,nov,59,1,-1,0,unknown,1
330,57,technician,married,secondary,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,1
331,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,1
332,31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,1
333,60,management,married,secondary,no,725,yes,no,cellular,8,jul,266,1,-1,0,unknown,1
334,50,housemaid,married,tertiary,no,1005,no,no,cellular,17,jul,188,3,-1,0,unknown,1
335,40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown,1
336,39,management,single,tertiary,no,1457,yes,no,cellular,20,apr,430,1,-1,0,unknown,1
337,60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,1,187,1,success,2
338,47,blue-collar,married,primary,no,469,no,no,telephone,22,aug,208,6,-1,0,unknown,1
339,54,management,married,tertiary,no,107,yes,no,unknown,29,may,324,3,-1,0,unknown,1
340,34,blue-collar,divorced,secondary,no,3798,yes,no,unknown,23,may,488,1,-1,0,unknown,1
341,45,management,divorced,tertiary,no,6542,yes,no,cellular,13,aug,93,4,-1,0,unknown,1
342,44,technician,married,secondary,no,3790,yes,no,unknown,13,may,342,2,-1,0,unknown,1
343,29,blue-collar,married,primary,no,149,yes,no,cellular,15,may,242,2,-1,0,unknown,1
344,40,admin.,single,secondary,no,2378,yes,no,unknown,2,jun,65,1,-1,0,unknown,1
345,40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,unknown,1
346,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,2
347,59,blue-collar,divorced,secondary,no,4190,yes,no,cellular,20,nov,221,1,-1,0,unknown,1
348,60,blue-collar,divorced,primary,no,3427,no,no,cellular,7,jul,169,1,-1,0,unknown,1
349,37,blue-collar,single,secondary,no,392,yes,no,cellular,18,jul,118,3,-1,0,unknown,1
350,80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success,1
351,55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,failure,1
352,66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,169,1,-1,0,unknown,1
353,34,blue-collar,married,unknown,no,1117,yes,no,unknown,20,may,214,1,-1,0,unknown,1
354,26,management,single,tertiary,no,690,no,no,cellular,5,feb,76,3,-1,0,unknown,1
355,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,1
356,35,management,divorced,tertiary,no,3751,yes,no,cellular,18,aug,210,2,124,2,failure,1
357,47,admin.,married,tertiary,no,97,yes,no,cellular,8,feb,340,3,-1,0,unknown,1
358,28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,1
359,23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown,1
360,27,admin.,married,secondary,no,102,yes,no,cellular,29,jan,123,2,-1,0,unknown,1
361,46,management,married,tertiary,no,4301,yes,yes,unknown,19,may,134,2,-1,0,unknown,1
362,60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,-1,0,unknown,2
363,59,management,married,primary,no,3831,no,no,telephone,30,jul,87,4,-1,0,unknown,1
364,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,1
365,48,admin.,married,secondary,no,13551,no,no,unknown,11,jun,89,3,-1,0,unknown,1
366,30,technician,married,secondary,no,1011,yes,no,unknown,16,may,109,1,-1,0,unknown,1
367,45,technician,married,secondary,no,376,no,yes,cellular,18,aug,86,2,-1,0,unknown,1
368,38,technician,married,tertiary,no,1997,yes,no,cellular,6,apr,90,10,-1,0,unknown,1
369,56,housemaid,married,primary,no,954,no,no,unknown,20,jun,81,10,-1,0,unknown,1
370,42,unemployed,married,secondary,no,202,no,no,unknown,5,jun,257,1,-1,0,unknown,1
371,46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,1
372,26,blue-collar,single,tertiary,no,1527,no,no,cellular,5,feb,167,1,-1,0,unknown,1
373,39,admin.,divorced,secondary,no,878,yes,no,cellular,15,may,611,5,-1,0,unknown,2
374,44,blue-collar,married,secondary,no,1397,no,no,cellular,20,nov,326,1,-1,0,unknown,1
375,35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,573,7,327,3,failure,1
376,54,entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,nov,75,5,-1,0,unknown,1
377,32,management,married,tertiary,no,132,yes,no,unknown,30,may,565,2,-1,0,unknown,1
378,35,technician,married,secondary,no,55,yes,no,unknown,9,may,79,4,-1,0,unknown,1
379,33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,2
380,50,blue-collar,married,secondary,no,464,no,yes,unknown,6,jun,426,2,-1,0,unknown,1
381,37,blue-collar,married,secondary,no,362,yes,no,unknown,20,may,277,2,-1,0,unknown,1
382,35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure,1
383,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,1
384,39,self-employed,married,primary,no,185,yes,no,unknown,29,may,513,3,-1,0,unknown,1
385,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,1
386,51,retired,married,secondary,no,1295,no,yes,unknown,20,jun,288,2,-1,0,unknown,1
387,77,retired,married,primary,no,121,no,no,telephone,7,oct,191,1,-1,0,unknown,1
388,39,management,single,secondary,no,120,no,no,unknown,12,jun,66,1,-1,0,unknown,1
389,29,services,married,primary,no,321,yes,no,unknown,7,may,196,2,-1,0,unknown,1
390,30,blue-collar,married,primary,no,179,yes,no,unknown,29,may,764,2,-1,0,unknown,1
391,41,technician,married,secondary,no,128,yes,no,cellular,27,aug,100,2,-1,0,unknown,1
392,49,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,2,-1,0,unknown,1
393,49,entrepreneur,married,tertiary,no,763,no,no,cellular,21,nov,129,4,-1,0,unknown,1
394,51,management,married,tertiary,no,2582,no,no,cellular,26,aug,197,3,-1,0,unknown,1
395,36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,1
396,40,blue-collar,married,primary,no,2635,yes,no,unknown,2,jun,20,21,-1,0,unknown,1
397,61,management,married,tertiary,no,13546,no,no,cellular,25,jan,318,2,283,3,success,1
398,36,technician,married,tertiary,no,1179,yes,no,cellular,25,sep,79,1,-1,0,unknown,1
399,53,technician,married,secondary,no,163,yes,yes,cellular,24,nov,108,1,-1,0,unknown,1
400,19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,2
401,52,admin.,married,secondary,no,422,no,no,unknown,19,jun,559,1,-1,0,unknown,1
402,42,management,married,tertiary,no,295,yes,no,cellular,26,aug,109,3,-1,0,unknown,1
403,34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,1
404,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown,2
405,23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure,1
406,35,admin.,divorced,secondary,no,534,no,no,cellular,7,jul,148,3,-1,0,unknown,1
407,30,technician,single,secondary,no,782,yes,yes,cellular,20,nov,462,4,-1,0,unknown,1
408,42,services,married,secondary,no,1370,yes,no,cellular,15,may,36,2,-1,0,unknown,1
409,52,retired,married,secondary,no,411,yes,no,cellular,3,feb,180,3,200,10,other,1
410,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,0,unknown,2
411,31,admin.,married,secondary,no,8295,yes,no,cellular,19,nov,541,1,-1,0,unknown,1
412,38,blue-collar,single,secondary,no,397,yes,no,cellular,17,apr,282,1,-1,0,unknown,1
413,60,management,married,tertiary,no,13360,no,yes,unknown,5,jun,264,1,-1,0,unknown,1
414,52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,1
415,47,blue-collar,married,secondary,no,1484,no,no,cellular,21,jul,274,3,-1,0,unknown,1
416,38,blue-collar,married,secondary,no,13849,yes,no,cellular,9,apr,286,4,321,5,failure,1
417,59,retired,married,tertiary,no,1425,no,no,cellular,10,aug,489,2,102,1,success,1
418,72,unknown,married,unknown,no,1165,no,no,cellular,11,aug,400,3,-1,0,unknown,1
419,36,blue-collar,married,primary,no,70,yes,no,cellular,28,jan,164,1,-1,0,unknown,1
420,41,management,divorced,secondary,no,71,yes,no,unknown,26,may,60,3,-1,0,unknown,1
421,40,technician,married,primary,no,819,yes,no,unknown,13,may,50,3,-1,0,unknown,1
422,31,services,married,secondary,no,1129,yes,no,unknown,9,may,231,2,-1,0,unknown,1
423,46,management,married,tertiary,no,51,no,no,cellular,6,aug,39,9,-1,0,unknown,1
424,34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,1
425,59,retired,married,tertiary,no,3843,no,no,cellular,11,aug,104,4,-1,0,unknown,1
426,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,1,failure,2
427,48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,1
428,40,technician,married,tertiary,no,2946,no,no,unknown,9,jun,78,2,-1,0,unknown,1
429,27,management,married,tertiary,no,2729,yes,no,cellular,24,jul,218,2,-1,0,unknown,1
430,59,retired,married,secondary,no,2516,yes,yes,unknown,14,may,282,1,-1,0,unknown,1
431,21,student,single,secondary,no,557,no,no,cellular,31,aug,197,2,-1,0,unknown,1
432,44,unknown,married,unknown,no,1317,no,no,telephone,31,jul,444,6,-1,0,unknown,1
433,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,2
434,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,2
435,36,management,married,tertiary,no,396,no,no,cellular,13,aug,67,5,-1,0,unknown,1
436,32,management,married,tertiary,no,1330,yes,no,unknown,21,may,83,1,-1,0,unknown,1
437,39,technician,married,secondary,no,287,yes,no,unknown,23,may,63,1,-1,0,unknown,1
438,41,management,married,tertiary,no,1143,yes,no,cellular,5,feb,134,1,8,2,other,1
439,30,technician,single,tertiary,no,1028,yes,no,cellular,21,nov,653,1,-1,0,unknown,1
440,49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure,1
441,36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,2
442,30,management,single,tertiary,no,179,no,no,cellular,3,feb,8,4,-1,0,unknown,1
443,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,1
444,53,self-employed,married,tertiary,no,1672,no,no,cellular,28,jan,176,1,189,1,failure,1
445,34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,1
446,32,management,single,secondary,no,1615,yes,no,cellular,21,nov,164,3,-1,0,unknown,1
447,63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,2
448,37,blue-collar,single,secondary,no,3764,no,no,unknown,16,jun,431,1,-1,0,unknown,1
449,30,technician,single,secondary,no,167,no,no,cellular,28,aug,35,14,-1,0,unknown,1
450,45,blue-collar,married,primary,no,456,yes,no,cellular,11,may,255,1,-1,0,unknown,1
451,25,student,single,unknown,no,277,no,no,cellular,27,may,311,2,-1,0,unknown,2
452,45,admin.,married,secondary,no,142,yes,yes,unknown,29,may,110,3,-1,0,unknown,1
453,26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure,1
454,61,retired,married,secondary,no,5196,no,no,telephone,16,mar,244,2,95,4,other,1
455,27,self-employed,single,tertiary,no,139,no,no,cellular,29,jan,144,3,-1,0,unknown,1
456,52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,2
457,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,2
458,32,management,single,tertiary,no,1512,no,yes,cellular,14,aug,133,4,-1,0,unknown,1
459,29,blue-collar,married,secondary,no,321,yes,yes,cellular,2,feb,102,2,-1,0,unknown,1
460,29,services,divorced,secondary,no,330,yes,no,unknown,12,may,88,2,-1,0,unknown,1
461,48,management,divorced,secondary,no,635,no,no,unknown,9,jun,236,2,-1,0,unknown,1
462,38,admin.,single,secondary,no,2600,yes,no,cellular,19,nov,67,1,-1,0,unknown,1
463,34,services,married,unknown,no,746,no,no,unknown,27,jun,32,1,-1,0,unknown,1
464,28,admin.,single,secondary,no,1507,no,no,cellular,7,jul,92,1,-1,0,unknown,1
465,46,blue-collar,married,primary,no,185,no,no,cellular,25,aug,226,10,-1,0,unknown,1
466,28,blue-collar,single,secondary,no,975,yes,no,unknown,18,jun,59,3,-1,0,unknown,1
467,55,blue-collar,married,primary,no,1937,yes,no,telephone,21,nov,64,3,-1,0,unknown,1
468,36,blue-collar,married,unknown,no,714,no,no,unknown,9,may,277,3,-1,0,unknown,1
469,44,management,married,tertiary,no,284,yes,yes,cellular,10,jul,109,5,-1,0,unknown,1
470,47,housemaid,married,secondary,no,1152,no,no,telephone,7,jul,260,13,-1,0,unknown,1
471,37,technician,married,tertiary,no,2043,no,no,cellular,22,aug,143,4,-1,0,unknown,1
472,36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown,2
473,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,2
474,45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,1
475,39,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94,6,-1,0,unknown,1
476,51,blue-collar,married,primary,no,1938,no,no,unknown,19,jun,61,1,-1,0,unknown,1
477,56,entrepreneur,married,secondary,no,535,yes,yes,unknown,16,jun,345,4,-1,0,unknown,1
478,36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,1
479,30,technician,married,secondary,no,776,no,no,cellular,7,aug,72,1,99,2,success,1
480,61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,4,98,1,unknown,2
481,37,self-employed,married,tertiary,no,1510,yes,no,unknown,3,jun,88,2,-1,0,unknown,1
482,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown,2
483,25,blue-collar,married,secondary,no,97,yes,no,unknown,27,may,709,1,-1,0,unknown,2
484,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,1
485,26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,-1,0,unknown,1
486,48,management,single,secondary,no,290,yes,no,cellular,21,jul,257,2,-1,0,unknown,1
487,39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,1
488,34,services,married,secondary,no,382,yes,yes,cellular,21,jul,149,7,-1,0,unknown,1
489,40,housemaid,married,secondary,no,541,yes,no,cellular,30,jan,431,2,-1,0,unknown,1
490,36,blue-collar,married,secondary,no,537,no,no,unknown,19,jun,160,6,-1,0,unknown,1
491,31,admin.,single,secondary,no,547,yes,no,cellular,29,jan,272,1,-1,0,unknown,1
492,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,1
493,31,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,3,-1,0,unknown,1
494,52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,1
495,29,services,married,secondary,no,363,yes,no,cellular,15,may,164,1,-1,0,unknown,1
496,29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,unknown,2
497,32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,1
498,35,entrepreneur,married,primary,no,29397,yes,no,cellular,21,nov,166,1,-1,0,unknown,1
499,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,1
500,44,blue-collar,married,primary,no,976,yes,no,cellular,11,may,164,2,-1,0,unknown,1
501,33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,2
502,31,admin.,single,secondary,no,387,yes,no,cellular,13,may,228,2,370,1,failure,1
503,52,entrepreneur,divorced,secondary,no,302,no,no,unknown,19,jun,169,2,-1,0,unknown,1
504,32,management,single,tertiary,no,312,no,no,cellular,7,aug,37,3,-1,0,unknown,1
505,51,management,married,tertiary,no,751,no,no,unknown,8,may,261,5,-1,0,unknown,1
506,45,blue-collar,married,primary,no,491,yes,yes,cellular,12,may,63,5,370,1,other,1
507,32,management,married,tertiary,no,644,yes,yes,unknown,8,may,477,2,-1,0,unknown,1
508,38,admin.,divorced,secondary,no,859,yes,yes,cellular,8,may,52,1,302,4,failure,1
509,38,services,single,secondary,no,167,yes,no,cellular,7,apr,255,2,-1,0,unknown,1
510,56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,unknown,1
511,27,blue-collar,single,secondary,no,87,no,no,telephone,10,jul,245,1,-1,0,unknown,1
512,44,technician,married,secondary,no,1210,no,no,unknown,5,jun,690,2,-1,0,unknown,1
513,45,services,divorced,primary,no,242,yes,no,unknown,19,may,336,1,-1,0,unknown,1
514,31,services,divorced,secondary,no,139,no,no,cellular,2,feb,178,1,-1,0,unknown,1
515,31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,apr,163,2,-1,0,unknown,1
516,51,technician,married,secondary,no,330,yes,no,unknown,13,may,72,4,-1,0,unknown,1
